FECHA,ANO,MES,DIA,HORA,DIA_SEMANA,ESTACION,SO2,NO2,PM2.5,PM10,O3,TEMPERATURA,PRECIPITACION,DIR_VIENTO,VEL_VIENTO
2022-01-01 00:00:00,2022.0,1.0,1.0,0,Sabado,8.0,4.0,35.0,15.0,16.0,18.39,11.1,0.0,,
2022-01-01 01:00:00,2022.0,1.0,1.0,1,Sabado,8.0,4.0,48.0,25.0,27.0,8.18,11.1,0.0,,
2022-01-01 02:00:00,2022.0,1.0,1.0,2,Sabado,8.0,3.0,47.0,25.0,27.0,7.05,11.1,0.0,,
2022-01-01 03:00:00,2022.0,1.0,1.0,3,Sabado,8.0,3.0,38.0,15.0,17.0,14.22,11.1,0.0,,
2022-01-01 04:00:00,2022.0,1.0,1.0,4,Sabado,8.0,3.0,26.0,3.0,5.0,24.66,11.1,0.0,,
2022-01-01 05:00:00,2022.0,1.0,1.0,5,Sabado,8.0,3.0,22.0,2.0,3.0,27.96,11.1,0.0,,
2022-01-01 06:00:00,2022.0,1.0,1.0,6,Sabado,8.0,3.0,18.0,2.0,3.0,31.53,11.1,0.0,,
2022-01-01 07:00:00,2022.0,1.0,1.0,7,Sabado,8.0,3.0,25.0,6.0,6.0,27.02,11.1,0.0,,
2022-01-01 08:00:00,2022.0,1.0,1.0,8,Sabado,8.0,3.0,28.0,11.0,11.0,24.73,11.1,0.0,,
2022-01-01 09:00:00,2022.0,1.0,1.0,9,Sabado,8.0,3.0,28.0,3.0,4.0,27.2,11.1,0.0,,
2022-01-01 10:00:00,2022.0,1.0,1.0,10,Sabado,8.0,4.0,27.0,1.0,2.0,31.97,11.1,0.0,,
2022-01-01 11:00:00,2022.0,1.0,1.0,11,Sabado,8.0,4.0,32.0,5.0,7.0,33.32,11.1,0.0,,
2022-01-01 12:00:00,2022.0,1.0,1.0,12,Sabado,8.0,4.0,34.0,2.0,3.0,38.05,11.1,0.0,,
2022-01-01 13:00:00,2022.0,1.0,1.0,13,Sabado,8.0,4.0,35.0,4.0,7.0,42.14,11.1,0.0,,
2022-01-01 14:00:00,2022.0,1.0,1.0,14,Sabado,8.0,4.0,40.0,3.0,5.0,43.37,11.1,0.0,,
2022-01-01 15:00:00,2022.0,1.0,1.0,15,Sabado,8.0,5.0,51.0,4.0,6.0,37.87,11.1,0.0,,
2022-01-01 16:00:00,2022.0,1.0,1.0,16,Sabado,8.0,6.0,76.0,18.0,22.0,16.38,11.1,0.0,,
2022-01-01 17:00:00,2022.0,1.0,1.0,17,Sabado,8.0,5.0,88.0,21.0,27.0,8.35,11.1,0.0,,
2022-01-01 18:00:00,2022.0,1.0,1.0,18,Sabado,8.0,6.0,123.0,18.0,26.0,3.34,11.1,0.0,,
2022-01-01 19:00:00,2022.0,1.0,1.0,19,Sabado,8.0,9.0,142.0,19.0,30.0,3.23,11.1,0.0,,
2022-01-01 20:00:00,2022.0,1.0,1.0,20,Sabado,8.0,10.0,161.0,26.0,38.0,3.18,11.1,0.0,,
2022-01-01 21:00:00,2022.0,1.0,1.0,21,Sabado,8.0,8.0,130.0,34.0,47.0,2.95,11.1,0.0,,
2022-01-01 22:00:00,2022.0,1.0,1.0,22,Sabado,8.0,7.0,100.0,25.0,32.0,2.75,11.1,0.0,,
2022-01-01 23:00:00,2022.0,1.0,1.0,23,Sabado,8.0,5.0,79.0,19.0,23.0,2.92,11.1,0.0,,
2022-01-02 00:00:00,2022.0,1.0,2.0,0,Domingo,8.0,4.0,54.0,14.0,19.0,8.18,9.8,0.0,,
2022-01-02 01:00:00,2022.0,1.0,2.0,1,Domingo,8.0,4.0,43.0,9.0,12.0,11.49,9.8,0.0,,
2022-01-02 02:00:00,2022.0,1.0,2.0,2,Domingo,8.0,3.0,38.0,9.0,10.0,13.06,9.8,0.0,,
2022-01-02 03:00:00,2022.0,1.0,2.0,3,Domingo,8.0,3.0,28.0,10.0,13.0,21.98,9.8,0.0,,
2022-01-02 04:00:00,2022.0,1.0,2.0,4,Domingo,8.0,3.0,29.0,6.0,8.0,20.66,9.8,0.0,,
2022-01-02 05:00:00,2022.0,1.0,2.0,5,Domingo,8.0,3.0,25.0,4.0,5.0,23.65,9.8,0.0,,
2022-01-02 06:00:00,2022.0,1.0,2.0,6,Domingo,8.0,3.0,21.0,3.0,4.0,26.85,9.8,0.0,,
2022-01-02 07:00:00,2022.0,1.0,2.0,7,Domingo,8.0,3.0,32.0,7.0,8.0,19.06,9.8,0.0,,
2022-01-02 08:00:00,2022.0,1.0,2.0,8,Domingo,8.0,3.0,42.0,2.0,3.0,9.45,9.8,0.0,,
2022-01-02 09:00:00,2022.0,1.0,2.0,9,Domingo,8.0,3.0,41.0,9.0,11.0,15.37,9.8,0.0,,
2022-01-02 10:00:00,2022.0,1.0,2.0,10,Domingo,8.0,4.0,35.0,3.0,4.0,24.09,9.8,0.0,,
2022-01-02 11:00:00,2022.0,1.0,2.0,11,Domingo,8.0,5.0,33.0,3.0,5.0,27.76,9.8,0.0,,
2022-01-02 12:00:00,2022.0,1.0,2.0,12,Domingo,8.0,5.0,39.0,11.0,13.0,22.74,9.8,0.0,,
2022-01-02 13:00:00,2022.0,1.0,2.0,13,Domingo,8.0,5.0,43.0,8.0,10.0,23.3,9.8,0.0,,
2022-01-02 14:00:00,2022.0,1.0,2.0,14,Domingo,8.0,5.0,57.0,10.0,14.0,16.39,9.8,0.0,,
2022-01-02 15:00:00,2022.0,1.0,2.0,15,Domingo,8.0,4.0,55.0,16.0,22.0,21.31,9.8,0.0,,
2022-01-02 16:00:00,2022.0,1.0,2.0,16,Domingo,8.0,4.0,59.0,16.0,21.0,20.12,9.8,0.0,,
2022-01-02 17:00:00,2022.0,1.0,2.0,17,Domingo,8.0,4.0,61.0,18.0,22.0,12.97,9.8,0.0,,
2022-01-02 18:00:00,2022.0,1.0,2.0,18,Domingo,8.0,4.0,72.0,10.0,15.0,6.22,9.8,0.0,,
2022-01-02 19:00:00,2022.0,1.0,2.0,19,Domingo,8.0,5.0,92.0,21.0,26.0,3.16,9.8,0.0,,
2022-01-02 20:00:00,2022.0,1.0,2.0,20,Domingo,8.0,6.0,102.0,26.0,32.0,3.07,9.8,0.0,,
2022-01-02 21:00:00,2022.0,1.0,2.0,21,Domingo,8.0,5.0,100.0,26.0,33.0,3.31,9.8,0.0,,
2022-01-02 22:00:00,2022.0,1.0,2.0,22,Domingo,8.0,6.0,101.0,30.0,36.0,3.18,9.8,0.0,,
2022-01-02 23:00:00,2022.0,1.0,2.0,23,Domingo,8.0,5.0,76.0,23.0,27.0,2.79,9.8,0.0,,
2022-01-03 00:00:00,2022.0,1.0,3.0,0,Lunes,8.0,4.0,63.0,19.0,22.0,3.07,9.7,0.0,,
2022-01-03 01:00:00,2022.0,1.0,3.0,1,Lunes,8.0,4.0,52.0,17.0,20.0,2.96,9.7,0.0,,
2022-01-03 02:00:00,2022.0,1.0,3.0,2,Lunes,8.0,4.0,46.0,17.0,19.0,4.71,9.7,0.0,,
2022-01-03 03:00:00,2022.0,1.0,3.0,3,Lunes,8.0,3.0,39.0,12.0,13.0,5.97,9.7,0.0,,
2022-01-03 04:00:00,2022.0,1.0,3.0,4,Lunes,8.0,3.0,29.0,9.0,11.0,11.47,9.7,0.0,,
2022-01-03 05:00:00,2022.0,1.0,3.0,5,Lunes,8.0,4.0,27.0,13.0,14.0,14.03,9.7,0.0,,
2022-01-03 06:00:00,2022.0,1.0,3.0,6,Lunes,8.0,4.0,35.0,13.0,13.0,9.02,9.7,0.0,,
2022-01-03 07:00:00,2022.0,1.0,3.0,7,Lunes,8.0,4.0,46.0,10.0,11.0,3.91,9.7,0.0,,
2022-01-03 08:00:00,2022.0,1.0,3.0,8,Lunes,8.0,4.0,48.0,8.0,9.0,4.14,9.7,0.0,,
2022-01-03 09:00:00,2022.0,1.0,3.0,9,Lunes,8.0,4.0,52.0,15.0,17.0,4.84,9.7,0.0,,
2022-01-03 10:00:00,2022.0,1.0,3.0,10,Lunes,8.0,5.0,54.0,8.0,13.0,6.63,9.7,0.0,,
2022-01-03 11:00:00,2022.0,1.0,3.0,11,Lunes,8.0,5.0,50.0,15.0,21.0,11.02,9.7,0.0,,
2022-01-03 12:00:00,2022.0,1.0,3.0,12,Lunes,8.0,5.0,59.0,23.0,30.0,12.08,9.7,0.0,,
2022-01-03 13:00:00,2022.0,1.0,3.0,13,Lunes,8.0,5.0,49.0,23.0,31.0,17.71,9.7,0.0,,
2022-01-03 14:00:00,2022.0,1.0,3.0,14,Lunes,8.0,5.0,60.0,26.0,32.0,16.44,9.7,0.0,,
2022-01-03 15:00:00,2022.0,1.0,3.0,15,Lunes,8.0,4.0,61.0,27.0,31.0,14.91,9.7,0.0,,
2022-01-03 16:00:00,2022.0,1.0,3.0,16,Lunes,8.0,4.0,54.0,27.0,32.0,15.61,9.7,0.0,,
2022-01-03 17:00:00,2022.0,1.0,3.0,17,Lunes,8.0,4.0,60.0,22.0,29.0,11.23,9.7,0.0,,
2022-01-03 18:00:00,2022.0,1.0,3.0,18,Lunes,8.0,4.0,66.0,12.0,19.0,7.64,9.7,0.0,,
2022-01-03 19:00:00,2022.0,1.0,3.0,19,Lunes,8.0,4.0,75.0,19.0,26.0,3.28,9.7,0.0,,
2022-01-03 20:00:00,2022.0,1.0,3.0,20,Lunes,8.0,4.0,74.0,18.0,24.0,3.09,9.7,0.0,,
2022-01-03 21:00:00,2022.0,1.0,3.0,21,Lunes,8.0,4.0,85.0,29.0,33.0,3.16,9.7,0.0,,
2022-01-03 22:00:00,2022.0,1.0,3.0,22,Lunes,8.0,5.0,84.0,23.0,31.0,2.98,9.7,0.0,,
2022-01-03 23:00:00,2022.0,1.0,3.0,23,Lunes,8.0,4.0,75.0,22.0,28.0,2.99,9.7,0.0,,
2022-01-04 00:00:00,2022.0,1.0,4.0,0,Martes,8.0,4.0,70.0,21.0,25.0,3.13,8.6,7.3,,
2022-01-04 01:00:00,2022.0,1.0,4.0,1,Martes,8.0,4.0,61.0,13.0,18.0,2.99,8.6,7.3,,
2022-01-04 02:00:00,2022.0,1.0,4.0,2,Martes,8.0,3.0,52.0,12.0,17.0,3.02,8.6,7.3,,
2022-01-04 03:00:00,2022.0,1.0,4.0,3,Martes,8.0,3.0,47.0,12.0,15.0,2.91,8.6,7.3,,
2022-01-04 04:00:00,2022.0,1.0,4.0,4,Martes,8.0,3.0,39.0,14.0,18.0,6.06,8.6,7.3,,
2022-01-04 05:00:00,2022.0,1.0,4.0,5,Martes,8.0,3.0,38.0,10.0,15.0,5.69,8.6,7.3,,
2022-01-04 06:00:00,2022.0,1.0,4.0,6,Martes,8.0,3.0,43.0,7.0,12.0,3.14,8.6,7.3,,
2022-01-04 07:00:00,2022.0,1.0,4.0,7,Martes,8.0,4.0,50.0,13.0,17.0,2.86,8.6,7.3,,
2022-01-04 08:00:00,2022.0,1.0,4.0,8,Martes,8.0,4.0,53.0,14.0,18.0,3.13,8.6,7.3,,
2022-01-04 09:00:00,2022.0,1.0,4.0,9,Martes,8.0,4.0,52.0,15.0,20.0,4.66,8.6,7.3,,
2022-01-04 10:00:00,2022.0,1.0,4.0,10,Martes,8.0,4.0,54.0,8.0,16.0,6.45,8.6,7.3,,
2022-01-04 11:00:00,2022.0,1.0,4.0,11,Martes,8.0,3.0,43.0,21.0,26.0,13.14,8.6,7.3,,
2022-01-04 12:00:00,2022.0,1.0,4.0,12,Martes,8.0,3.0,42.0,17.0,22.0,18.59,8.6,7.3,,
2022-01-04 13:00:00,2022.0,1.0,4.0,13,Martes,8.0,3.0,45.0,21.0,25.0,21.96,8.6,7.3,,
2022-01-04 14:00:00,2022.0,1.0,4.0,14,Martes,8.0,4.0,50.0,12.0,18.0,20.69,8.6,7.3,,
2022-01-04 15:00:00,2022.0,1.0,4.0,15,Martes,8.0,3.0,46.0,7.0,13.0,20.28,8.6,7.3,,
2022-01-04 16:00:00,2022.0,1.0,4.0,16,Martes,8.0,3.0,38.0,9.0,15.0,27.23,8.6,7.3,,
2022-01-04 17:00:00,2022.0,1.0,4.0,17,Martes,8.0,3.0,41.0,6.0,8.0,40.9,8.6,7.3,,
2022-01-04 18:00:00,2022.0,1.0,4.0,18,Martes,8.0,3.0,37.0,1.0,2.0,49.44,8.6,7.3,,
2022-01-04 19:00:00,2022.0,1.0,4.0,19,Martes,8.0,3.0,31.0,8.0,8.0,54.92,8.6,7.3,,
2022-01-04 20:00:00,2022.0,1.0,4.0,20,Martes,8.0,3.0,34.0,1.0,3.0,50.95,8.6,7.3,,
2022-01-04 21:00:00,2022.0,1.0,4.0,21,Martes,8.0,3.0,26.0,1.0,1.0,55.66,8.6,7.3,,
2022-01-04 22:00:00,2022.0,1.0,4.0,22,Martes,8.0,3.0,21.0,1.0,1.0,58.28,8.6,7.3,,
2022-01-04 23:00:00,2022.0,1.0,4.0,23,Martes,8.0,3.0,31.0,4.0,5.0,45.56,8.6,7.3,,
2022-01-05 00:00:00,2022.0,1.0,5.0,0,Miercoles,8.0,3.0,18.0,1.0,1.0,58.43,6.6,5.0,,
2022-01-05 01:00:00,2022.0,1.0,5.0,1,Miercoles,8.0,3.0,12.0,6.0,5.0,64.69,6.6,5.0,,
2022-01-05 02:00:00,2022.0,1.0,5.0,2,Miercoles,8.0,3.0,13.0,3.0,3.0,63.23,6.6,5.0,,
2022-01-05 03:00:00,2022.0,1.0,5.0,3,Miercoles,8.0,3.0,10.0,17.0,15.0,63.7,6.6,5.0,,
2022-01-05 04:00:00,2022.0,1.0,5.0,4,Miercoles,8.0,3.0,13.0,2.0,2.0,58.55,6.6,5.0,,
2022-01-05 05:00:00,2022.0,1.0,5.0,5,Miercoles,8.0,3.0,13.0,3.0,4.0,61.02,6.6,5.0,,
2022-01-05 06:00:00,2022.0,1.0,5.0,6,Miercoles,8.0,3.0,25.0,3.0,4.0,51.22,6.6,5.0,,
2022-01-05 07:00:00,2022.0,1.0,5.0,7,Miercoles,8.0,3.0,40.0,1.0,1.0,37.34,6.6,5.0,,
2022-01-05 08:00:00,2022.0,1.0,5.0,8,Miercoles,8.0,3.0,46.0,2.0,4.0,30.6,6.6,5.0,,
2022-01-05 09:00:00,2022.0,1.0,5.0,9,Miercoles,8.0,3.0,43.0,1.0,2.0,34.3,6.6,5.0,,
2022-01-05 10:00:00,2022.0,1.0,5.0,10,Miercoles,8.0,3.0,42.0,4.0,7.0,35.24,6.6,5.0,,
2022-01-05 11:00:00,2022.0,1.0,5.0,11,Miercoles,8.0,3.0,36.0,8.0,10.0,44.62,6.6,5.0,,
2022-01-05 12:00:00,2022.0,1.0,5.0,12,Miercoles,8.0,3.0,36.0,2.0,2.0,45.15,6.6,5.0,,
2022-01-05 13:00:00,2022.0,1.0,5.0,13,Miercoles,8.0,3.0,36.0,1.0,1.0,46.84,6.6,5.0,,
2022-01-05 14:00:00,2022.0,1.0,5.0,14,Miercoles,8.0,3.0,31.0,1.0,2.0,52.0,6.6,5.0,,
2022-01-05 15:00:00,2022.0,1.0,5.0,15,Miercoles,8.0,3.0,36.0,1.0,1.0,45.97,6.6,5.0,,
2022-01-05 16:00:00,2022.0,1.0,5.0,16,Miercoles,8.0,3.0,38.0,2.0,5.0,41.28,6.6,5.0,,
2022-01-05 17:00:00,2022.0,1.0,5.0,17,Miercoles,8.0,3.0,37.0,9.0,12.0,39.52,6.6,5.0,,
2022-01-05 18:00:00,2022.0,1.0,5.0,18,Miercoles,8.0,3.0,32.0,12.0,11.0,41.31,6.6,5.0,,
2022-01-05 19:00:00,2022.0,1.0,5.0,19,Miercoles,8.0,3.0,34.0,2.0,2.0,39.31,6.6,5.0,,
2022-01-05 20:00:00,2022.0,1.0,5.0,20,Miercoles,8.0,3.0,32.0,1.0,1.0,38.9,6.6,5.0,,
2022-01-05 21:00:00,2022.0,1.0,5.0,21,Miercoles,8.0,3.0,47.0,1.0,1.0,23.35,6.6,5.0,,
2022-01-05 22:00:00,2022.0,1.0,5.0,22,Miercoles,8.0,3.0,60.0,1.0,1.0,14.04,6.6,5.0,,
2022-01-05 23:00:00,2022.0,1.0,5.0,23,Miercoles,8.0,3.0,26.0,16.0,15.0,42.56,6.6,5.0,,
2022-01-06 00:00:00,2022.0,1.0,6.0,0,Jueves,8.0,3.0,26.0,5.0,5.0,37.62,4.4,0.0,,
2022-01-06 01:00:00,2022.0,1.0,6.0,1,Jueves,8.0,3.0,28.0,1.0,1.0,34.09,4.4,0.0,,
2022-01-06 02:00:00,2022.0,1.0,6.0,2,Jueves,8.0,3.0,21.0,3.0,3.0,41.41,4.4,0.0,,
2022-01-06 03:00:00,2022.0,1.0,6.0,3,Jueves,8.0,3.0,14.0,1.0,1.0,47.95,4.4,0.0,,
2022-01-06 04:00:00,2022.0,1.0,6.0,4,Jueves,8.0,3.0,11.0,4.0,4.0,51.68,4.4,0.0,,
2022-01-06 05:00:00,2022.0,1.0,6.0,5,Jueves,8.0,3.0,11.0,4.0,4.0,53.03,4.4,0.0,,
2022-01-06 06:00:00,2022.0,1.0,6.0,6,Jueves,8.0,3.0,18.0,5.0,5.0,43.99,4.4,0.0,,
2022-01-06 07:00:00,2022.0,1.0,6.0,7,Jueves,8.0,3.0,24.0,1.0,1.0,40.99,4.4,0.0,,
2022-01-06 08:00:00,2022.0,1.0,6.0,8,Jueves,8.0,3.0,35.0,1.0,1.0,23.31,4.4,0.0,,
2022-01-06 09:00:00,2022.0,1.0,6.0,9,Jueves,8.0,3.0,35.0,5.0,6.0,18.78,4.4,0.0,,
2022-01-06 10:00:00,2022.0,1.0,6.0,10,Jueves,8.0,3.0,23.0,3.0,3.0,44.55,4.4,0.0,,
2022-01-06 11:00:00,2022.0,1.0,6.0,11,Jueves,8.0,3.0,22.0,3.0,3.0,46.59,4.4,0.0,,
2022-01-06 12:00:00,2022.0,1.0,6.0,12,Jueves,8.0,4.0,20.0,4.0,5.0,53.85,4.4,0.0,,
2022-01-06 13:00:00,2022.0,1.0,6.0,13,Jueves,8.0,4.0,20.0,16.0,17.0,52.75,4.4,0.0,,
2022-01-06 14:00:00,2022.0,1.0,6.0,14,Jueves,8.0,3.0,25.0,6.0,8.0,50.07,4.4,0.0,,
2022-01-06 15:00:00,2022.0,1.0,6.0,15,Jueves,8.0,3.0,27.0,10.0,11.0,48.2,4.4,0.0,,
2022-01-06 16:00:00,2022.0,1.0,6.0,16,Jueves,8.0,3.0,30.0,11.0,13.0,45.77,4.4,0.0,,
2022-01-06 17:00:00,2022.0,1.0,6.0,17,Jueves,8.0,3.0,38.0,18.0,19.0,37.41,4.4,0.0,,
2022-01-06 18:00:00,2022.0,1.0,6.0,18,Jueves,8.0,3.0,62.0,10.0,13.0,15.3,4.4,0.0,,
2022-01-06 19:00:00,2022.0,1.0,6.0,19,Jueves,8.0,3.0,70.0,7.0,12.0,8.28,4.4,0.0,,
2022-01-06 20:00:00,2022.0,1.0,6.0,20,Jueves,8.0,4.0,76.0,10.0,15.0,5.07,4.4,0.0,,
2022-01-06 21:00:00,2022.0,1.0,6.0,21,Jueves,8.0,4.0,73.0,14.0,18.0,6.0,4.4,0.0,,
2022-01-06 22:00:00,2022.0,1.0,6.0,22,Jueves,8.0,4.0,67.0,6.0,10.0,10.4,4.4,0.0,,
2022-01-06 23:00:00,2022.0,1.0,6.0,23,Jueves,8.0,4.0,52.0,3.0,5.0,20.56,4.4,0.0,,
2022-01-07 00:00:00,2022.0,1.0,7.0,0,Viernes,8.0,4.0,49.0,7.0,10.0,16.89,5.6,0.0,,
2022-01-07 01:00:00,2022.0,1.0,7.0,1,Viernes,8.0,4.0,52.0,11.0,14.0,11.73,5.6,0.0,,
2022-01-07 02:00:00,2022.0,1.0,7.0,2,Viernes,8.0,4.0,38.0,10.0,12.0,21.33,5.6,0.0,,
2022-01-07 03:00:00,2022.0,1.0,7.0,3,Viernes,8.0,4.0,25.0,3.0,6.0,34.15,5.6,0.0,,
2022-01-07 04:00:00,2022.0,1.0,7.0,4,Viernes,8.0,3.0,22.0,9.0,9.0,31.6,5.6,0.0,,
2022-01-07 05:00:00,2022.0,1.0,7.0,5,Viernes,8.0,3.0,22.0,3.0,3.0,39.99,5.6,0.0,,
2022-01-07 06:00:00,2022.0,1.0,7.0,6,Viernes,8.0,3.0,37.0,5.0,8.0,22.14,5.6,0.0,,
2022-01-07 07:00:00,2022.0,1.0,7.0,7,Viernes,8.0,4.0,54.0,14.0,17.0,3.66,5.6,0.0,,
2022-01-07 08:00:00,2022.0,1.0,7.0,8,Viernes,8.0,5.0,60.0,3.0,11.0,3.78,5.6,0.0,,
2022-01-07 09:00:00,2022.0,1.0,7.0,9,Viernes,8.0,5.0,67.0,22.0,26.0,4.88,5.6,0.0,,
2022-01-07 10:00:00,2022.0,1.0,7.0,10,Viernes,8.0,6.0,76.0,19.0,26.0,7.45,5.6,0.0,,
2022-01-07 11:00:00,2022.0,1.0,7.0,11,Viernes,8.0,5.0,60.0,27.0,35.0,15.36,5.6,0.0,,
2022-01-07 12:00:00,2022.0,1.0,7.0,12,Viernes,8.0,6.0,67.0,11.0,16.0,17.68,5.6,0.0,,
2022-01-07 13:00:00,2022.0,1.0,7.0,13,Viernes,8.0,6.0,48.0,11.0,17.0,38.64,5.6,0.0,,
2022-01-07 14:00:00,2022.0,1.0,7.0,14,Viernes,8.0,4.0,31.0,8.0,11.0,58.01,5.6,0.0,,
2022-01-07 15:00:00,2022.0,1.0,7.0,15,Viernes,8.0,5.0,29.0,1.0,1.0,59.51,5.6,0.0,,
2022-01-07 16:00:00,2022.0,1.0,7.0,16,Viernes,8.0,4.0,32.0,1.0,1.0,57.04,5.6,0.0,,
2022-01-07 17:00:00,2022.0,1.0,7.0,17,Viernes,8.0,4.0,41.0,1.0,1.0,48.05,5.6,0.0,,
2022-01-07 18:00:00,2022.0,1.0,7.0,18,Viernes,8.0,4.0,56.0,7.0,8.0,32.19,5.6,0.0,,
2022-01-07 19:00:00,2022.0,1.0,7.0,19,Viernes,8.0,4.0,55.0,8.0,10.0,32.41,5.6,0.0,,
2022-01-07 20:00:00,2022.0,1.0,7.0,20,Viernes,8.0,4.0,59.0,2.0,4.0,26.53,5.6,0.0,,
2022-01-07 21:00:00,2022.0,1.0,7.0,21,Viernes,8.0,4.0,70.0,1.0,1.0,14.36,5.6,0.0,,
2022-01-07 22:00:00,2022.0,1.0,7.0,22,Viernes,8.0,4.0,83.0,7.0,9.0,3.66,5.6,0.0,,
2022-01-07 23:00:00,2022.0,1.0,7.0,23,Viernes,8.0,4.0,80.0,16.0,19.0,4.09,5.6,0.0,,
2022-01-08 00:00:00,2022.0,1.0,8.0,0,Sabado,8.0,4.0,58.0,9.0,12.0,24.96,3.8,0.0,,
2022-01-08 01:00:00,2022.0,1.0,8.0,1,Sabado,8.0,4.0,57.0,10.0,11.0,15.46,3.8,0.0,,
2022-01-08 02:00:00,2022.0,1.0,8.0,2,Sabado,8.0,4.0,65.0,15.0,17.0,3.35,3.8,0.0,,
2022-01-08 03:00:00,2022.0,1.0,8.0,3,Sabado,8.0,4.0,62.0,16.0,19.0,3.47,3.8,0.0,,
2022-01-08 04:00:00,2022.0,1.0,8.0,4,Sabado,8.0,3.0,52.0,8.0,10.0,11.26,3.8,0.0,,
2022-01-08 05:00:00,2022.0,1.0,8.0,5,Sabado,8.0,4.0,63.0,13.0,16.0,3.33,3.8,0.0,,
2022-01-08 06:00:00,2022.0,1.0,8.0,6,Sabado,8.0,4.0,51.0,19.0,21.0,3.09,3.8,0.0,,
2022-01-08 07:00:00,2022.0,1.0,8.0,7,Sabado,8.0,4.0,48.0,14.0,16.0,2.9,3.8,0.0,,
2022-01-08 08:00:00,2022.0,1.0,8.0,8,Sabado,8.0,4.0,55.0,8.0,10.0,3.5,3.8,0.0,,
2022-01-08 09:00:00,2022.0,1.0,8.0,9,Sabado,8.0,4.0,59.0,10.0,13.0,4.97,3.8,0.0,,
2022-01-08 10:00:00,2022.0,1.0,8.0,10,Sabado,8.0,4.0,61.0,2.0,5.0,8.17,3.8,0.0,,
2022-01-08 11:00:00,2022.0,1.0,8.0,11,Sabado,8.0,4.0,60.0,18.0,20.0,11.82,3.8,0.0,,
2022-01-08 12:00:00,2022.0,1.0,8.0,12,Sabado,8.0,4.0,53.0,23.0,26.0,18.91,3.8,0.0,,
2022-01-08 13:00:00,2022.0,1.0,8.0,13,Sabado,8.0,4.0,44.0,14.0,17.0,30.96,3.8,0.0,,
2022-01-08 14:00:00,2022.0,1.0,8.0,14,Sabado,8.0,4.0,60.0,29.0,31.0,19.55,3.8,0.0,,
2022-01-08 15:00:00,2022.0,1.0,8.0,15,Sabado,8.0,4.0,48.0,28.0,31.0,25.18,3.8,0.0,,
2022-01-08 16:00:00,2022.0,1.0,8.0,16,Sabado,8.0,4.0,34.0,20.0,24.0,39.45,3.8,0.0,,
2022-01-08 17:00:00,2022.0,1.0,8.0,17,Sabado,8.0,3.0,36.0,23.0,24.0,40.81,3.8,0.0,,
2022-01-08 18:00:00,2022.0,1.0,8.0,18,Sabado,8.0,3.0,54.0,13.0,15.0,21.08,3.8,0.0,,
2022-01-08 19:00:00,2022.0,1.0,8.0,19,Sabado,8.0,3.0,56.0,10.0,13.0,14.39,3.8,0.0,,
2022-01-08 20:00:00,2022.0,1.0,8.0,20,Sabado,8.0,3.0,46.0,8.0,10.0,21.34,3.8,0.0,,
2022-01-08 21:00:00,2022.0,1.0,8.0,21,Sabado,8.0,3.0,49.0,5.0,7.0,16.67,3.8,0.0,,
2022-01-08 22:00:00,2022.0,1.0,8.0,22,Sabado,8.0,3.0,38.0,4.0,8.0,25.43,3.8,0.0,,
2022-01-08 23:00:00,2022.0,1.0,8.0,23,Sabado,8.0,3.0,42.0,17.0,17.0,32.11,3.8,0.0,,
2022-01-09 00:00:00,2022.0,1.0,9.0,0,Domingo,8.0,3.0,38.0,11.0,13.0,36.09,8.0,0.0,,
2022-01-09 01:00:00,2022.0,1.0,9.0,1,Domingo,8.0,3.0,27.0,6.0,9.0,49.59,8.0,0.0,,
2022-01-09 02:00:00,2022.0,1.0,9.0,2,Domingo,8.0,3.0,38.0,2.0,3.0,34.09,8.0,0.0,,
2022-01-09 03:00:00,2022.0,1.0,9.0,3,Domingo,8.0,3.0,52.0,1.0,1.0,16.26,8.0,0.0,,
2022-01-09 04:00:00,2022.0,1.0,9.0,4,Domingo,8.0,3.0,50.0,8.0,11.0,14.33,8.0,0.0,,
2022-01-09 05:00:00,2022.0,1.0,9.0,5,Domingo,8.0,3.0,42.0,1.0,1.0,25.18,8.0,0.0,,
2022-01-09 06:00:00,2022.0,1.0,9.0,6,Domingo,8.0,3.0,19.0,1.0,1.0,55.39,8.0,0.0,,
2022-01-09 07:00:00,2022.0,1.0,9.0,7,Domingo,8.0,3.0,13.0,13.0,13.0,63.15,8.0,0.0,,
2022-01-09 08:00:00,2022.0,1.0,9.0,8,Domingo,8.0,3.0,16.0,10.0,10.0,55.42,8.0,0.0,,
2022-01-09 09:00:00,2022.0,1.0,9.0,9,Domingo,8.0,3.0,17.0,14.0,13.0,52.73,8.0,0.0,,
2022-01-09 10:00:00,2022.0,1.0,9.0,10,Domingo,8.0,3.0,25.0,11.0,12.0,51.16,8.0,0.0,,
2022-01-09 11:00:00,2022.0,1.0,9.0,11,Domingo,8.0,3.0,24.0,1.0,2.0,54.92,8.0,0.0,,
2022-01-09 12:00:00,2022.0,1.0,9.0,12,Domingo,8.0,3.0,24.0,1.0,4.0,58.53,8.0,0.0,,
2022-01-09 13:00:00,2022.0,1.0,9.0,13,Domingo,8.0,3.0,20.0,4.0,6.0,63.95,8.0,0.0,,
2022-01-09 14:00:00,2022.0,1.0,9.0,14,Domingo,8.0,3.0,23.0,3.0,4.0,61.29,8.0,0.0,,
